roi_folder,imaging_row,display_construct,display_fluorTag,display_fluorOrganelle,display_organelle,display_fluor,mount_orientation,birthday,age_tiff,n_tiffs,n_tiffs_cama,n_tiffs_camb,n_tiffs_cam2,n_tiffs_unknown_cam,mom_transgene,dad_transgene,injected_plasmid,injected_rna,linkage_class,construct_source,tg_display,display_constructs,display_fluors,display_organelle_treatment_aware,display_fluors_treatment_aware
Aang_Foundation/20250917_mem-mito/fish4_48hpf_roi1,direct_101,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,302,260,10,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct_by_rule_20250917_force_101,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250917_mem-mito/fish4_48hpf_roi2,direct_101,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,302,260,10,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct_by_rule_20250917_force_101,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250917_mem-mito/fish4_48hpf_roi3,direct_101,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,356,312,12,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct_by_rule_20250917_force_101,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250917_mem-mito/fish4_48hpf_roi4,direct_101,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,248,208,8,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct_by_rule_20250917_force_101,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250917_mem-mito/fish4_48hpf_roi5,direct_101,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,464,416,16,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct_by_rule_20250917_force_101,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250917_mem-mito/fish4_48hpf_roi6,direct_101,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,464,416,16,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct_by_rule_20250917_force_101,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250917_mem-mito/fish5_48hpf_roi1,direct_101,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,356,312,12,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct_by_rule_20250917_force_101,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250917_mem-mito/fish5_48hpf_roi2,direct_101,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,194,156,6,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct_by_rule_20250917_force_101,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250917_mem-mito/fish5_48hpf_roi3,direct_101,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,194,156,6,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct_by_rule_20250917_force_101,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250917_mem-mito/fish5_48hpf_roi4,direct_101,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,464,416,16,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct_by_rule_20250917_force_101,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250917_mem-mito/fish5_48hpf_roi5,direct_101,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,248,208,8,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct_by_rule_20250917_force_101,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250917_mem-mito/fish6_48hpf_roi1,direct_101,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,464,416,16,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct_by_rule_20250917_force_101,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250917_mem-mito/fish6_48hpf_roi2,direct_101,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,410,364,14,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct_by_rule_20250917_force_101,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250918_mem-mito/fish1_72hpf_roi1,direct_100,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,464,416,16,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250918_mem-mito/fish1_72hpf_roi2,direct_100,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,410,364,14,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250918_mem-mito/fish1_72hpf_roi3,direct_100,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,410,364,14,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250918_mem-mito/fish1_72hpf_roi4,direct_100,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,302,260,10,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250918_mem-mito/fish1_72hpf_roi5,direct_100,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,248,208,8,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250918_mem-mito/fish1_72hpf_roi6,direct_100,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,464,416,16,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250918_mem-mito/fish2_72hpf_roi1,direct_100,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,410,364,14,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250918_mem-mito/fish2_72hpf_roi2,direct_100,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,410,364,14,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250918_mem-mito/fish2_72hpf_roi3,direct_100,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,302,260,10,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250918_mem-mito/fish2_72hpf_roi4,direct_100,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,356,312,12,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi1,direct_100,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,464,416,16,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi10,direct_100,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,464,416,16,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi11,direct_100,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,464,416,16,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi2,direct_100,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,248,208,8,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi3,direct_100,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,356,312,12,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi4,direct_100,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,248,208,8,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi5,direct_100,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,464,416,16,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi6,direct_100,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,302,260,10,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi7,direct_100,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,464,416,16,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi8,direct_100,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,410,364,14,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250918_mem-mito/fish3_72hpf_roi9,direct_100,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,464,416,16,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250918_mem-mito/fish5_72hpf_roi1,direct_100,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,464,416,16,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250918_mem-mito/fish5_72hpf_roi2,direct_100,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,356,312,12,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250918_mem-mito/fish5_72hpf_roi3,direct_100,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,302,260,10,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250918_mem-mito/fish5_72hpf_roi4,direct_100,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,248,208,8,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250918_mem-mito/fish6_72hpf_roi1,direct_100,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/15/25,,464,416,16,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250919_mem-mito/fish1_24hpf_roi1,direct_99,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/17/25,,754,672,18,0,64,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250919_mem-mito/fish1_24hpf_roi2,direct_99,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/17/25,,592,544,16,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250919_mem-mito/fish1_24hpf_roi3,direct_99,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/17/25,,522,476,14,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250919_mem-mito/fish2_24hpf_roi1,direct_99,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/17/25,,592,544,16,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250919_mem-mito/fish2_24hpf_roi2,direct_99,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/17/25,,522,476,14,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250919_mem-mito/fish2_24hpf_roi3,direct_99,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/17/25,,592,544,16,0,32,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250919_mem-mito/fish4_24hpf_roi1,direct_99,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/17/25,,528,512,16,0,0,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250919_mem-mito/fish4_24hpf_roi2,direct_99,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/17/25,,462,448,14,0,0,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250919_mem-mito/fish4_24hpf_roi3,direct_99,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/17/25,,330,320,10,0,0,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250919_mem-mito/fish5_24hpf_roi1,direct_99,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/17/25,,462,448,14,0,0,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250919_mem-mito/fish5_24hpf_roi2,direct_99,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/17/25,,528,512,16,0,0,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250919_mem-mito/fish5_24hpf_roi3,direct_99,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/17/25,,330,320,10,0,0,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250919_mem-mito/fish5_24hpf_roi4,direct_99,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/17/25,,330,320,10,0,0,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
Aang_Foundation/20250919_mem-mito/fish7_24hpf_roi1,direct_99,rna(mgco-1) > tg(pdqm-82)315,rna(mStayGold-2Xcox8A(N)) > tdmChilada-2xLynk(N),rna(mStayGold-mitochondria) > tdmChilada-membrane,mitochondria; membrane,staygold; chilada,DH,9/17/25,,528,512,16,0,0,pdqm-82(315),pdqm-82(315),,mgco-1,direct,direct,pdqm-82(315),rna(mgco-1) > tg(pdqm-82)315,staygold; chilada,rna(mitochondria) > membrane,rna(staygold) > chilada
